prop_handle,enum_value,description,model_handle,version_string,node_handle
therapeutic_agents,Microbiome-derived Peptide Vaccine EO2401,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Microparticle-encapsulated CYP1B1-encoding DNA Vaccine ZYC300,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Microtubule Inhibitor SCB01A,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Midostaurin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mifamurtide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mifepristone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Milademetan Tosylate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Milataxel,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Milatuzumab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Milatuzumab-Doxorubicin Antibody-Drug Conjugate IMMU-110,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Milciclib Maleate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Milk Thistle,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Miltefosine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Minretumomab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mipsagargin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Miptenalimab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mirabegron,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Miransertib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mirdametinib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mirvetuximab Soravtansine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mirzotamab Clezutoclax,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Misonidazole,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mistletoe Extract,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitazalimab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitindomide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitobronitol,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitochondrial Oxidative Phosphorylation Inhibitor ATR-101,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitoclomine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitoflaxone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitoguazone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitoguazone Dihydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitolactol,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitomycin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitomycin A,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitomycin B,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitomycin C Analog KW-2149,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitosis Inhibitor T 1101 Tosylate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitotane,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitotenamine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitoxantrone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitoxantrone Hydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mitozolomide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mivavotinib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mivebresib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mivobulin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mivobulin Isethionate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mixed Bacteria Vaccine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MK0731,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MKC-1,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MKNK1 Inhibitor BAY 1143269,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MMP Inhibitor S-3304,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MNK1/2 Inhibitor ETC-1907206,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mobocertinib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mocetinostat,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Modakafusp Alfa,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Modified Vaccinia Ankara-vectored HPV16/18 Vaccine JNJ-65195208,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Modified Vitamin D Binding Protein Macrophage Activator EF-022,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Modotuximab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MOF Compound RiMO-301,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mofarotene,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mogamulizumab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Molibresib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Molibresib Besylate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Momelotinib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monalizumab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monocarboxylate Transporter 1 Inhibitor AZD3965,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 105AD7 Anti-idiotype Vaccine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 11D10,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 11D10 Anti-Idiotype Vaccine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 14G2A,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 1F5,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 3622W94,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 3F8,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 3H1 Anti-Idiotype Vaccine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 4B5 Anti-Idiotype Vaccine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 7C11,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody 81C6,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody A1G4 Anti-Idiotype Vaccine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody A27.15,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody A33,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody AbGn-7,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody AK002,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Monoclonal Antibody ASP1948,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
