prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
submitted_diagnosis,"Myeloproliferative neoplasm, unclassifiable",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myeloproliferative Neoplasms,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Myeloproliferative Neoplasms, NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Myeloproliferative Neoplasms, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myoepithelial carcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Myoepithelioma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Myofibroblastic Neoplasm, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myofibroblastic sarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Myofibroblastic Sarcoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Myofibroblastic tumor, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myofibroma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myofibroma and myopericytoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myofibromatosis,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Myopericytoma, Including Myofibroma",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myositis Ossificans and Fibro-osseous Pseudotumor of Digits,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myxofibrosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myxoid chondrosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myxoid glioneuronal tumor,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myxoid liposarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Myxoid Neoplasm, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myxopapillary ependymoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Myxosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Nasopharyngeal Carcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Neoplasm, benign",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Neoplasm, malignant",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Neoplasm, malignant, uncertain whether primary or metastatic",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Neoplasm, metastatic",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Neoplasm, uncertain whether benign or malignant",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Neoplasm, uncertain whether benign or malignant#Neoplasm, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Nephroblastoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Nephroblastoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Nephrogenic Rest,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Nerve Sheath Tumor, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Neurilemoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,Neuroblastoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Neuroblastoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
submitted_diagnosis,"Neuroendocrine carcinoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
